id,day,begin_hour,rest_length
196,3,15,1.3885742821473157
196,4,9,1.1975565656565659
196,5,6,1.1968903874973245
196,6,4,1.517151321919405
197,0,-1,
197,1,17,1.4313220551378458
197,2,16,1.1614022757697458
197,3,15,1.3885742821473157
197,4,4,1.517151321919405
197,5,21,1.3295366991078659
197,6,22,1.349054149085795
198,0,4,1.517151321919405
198,1,6,1.1968903874973245
198,2,16,1.1614022757697458
198,3,2,1.926955712326085
198,4,9,1.1975565656565659
198,5,2,1.926955712326085
198,6,5,1.1498277818299711
199,0,12,1.8944583557709551
199,1,19,1.87762077294686
199,2,3,1.7760456895642092
199,2,4,1.517151321919405
199,2,8,1.307800679669032
199,3,3,1.7760456895642092
199,3,4,1.517151321919405
199,3,5,1.1498277818299711
199,4,17,1.4313220551378458
199,5,12,1.8944583557709551
199,6,5,1.1498277818299711
199,6,21,1.3295366991078659
2,0,16,1.1614022757697458
2,0,18,1.3561245791245795
2,1,4,1.517151321919405
2,2,1,1.8093585740307072
2,3,15,1.3885742821473157
2,4,7,1.9428860398860393
2,5,4,1.517151321919405
2,5,19,1.87762077294686
2,6,4,1.517151321919405
2,6,16,1.1614022757697458
20,0,-1,
20,1,-1,
20,2,3,1.7760456895642092
20,2,6,1.1968903874973245
20,3,3,1.7760456895642092
20,4,21,1.3295366991078659
20,5,21,1.3295366991078659
20,6,3,1.7760456895642092
200,0,18,1.3561245791245795
200,1,5,1.1498277818299711
200,2,4,1.517151321919405
200,3,5,1.1498277818299711
200,3,13,1.4312125824454596
200,4,21,1.3295366991078659
200,5,3,1.7760456895642092
200,6,6,1.1968903874973245
201,0,7,1.9428860398860393
201,1,19,1.87762077294686
201,2,14,1.2834484551396315
201,3,2,1.926955712326085
201,3,4,1.517151321919405
201,3,11,1.7595890328773707
201,4,14,1.2834484551396315
201,5,2,1.926955712326085
201,6,4,1.517151321919405
201,6,6,1.1968903874973245
202,0,3,1.7760456895642092
202,0,16,1.1614022757697458
202,1,13,1.4312125824454596
202,2,10,1.4397712765957436
202,3,0,1.8015495086923654
202,4,14,1.2834484551396315
202,5,9,1.1975565656565659
202,6,1,1.8093585740307072
203,0,6,1.1968903874973245
203,1,18,1.3561245791245795
203,2,22,1.349054149085795
203,3,4,1.517151321919405
203,4,3,1.7760456895642092
203,4,5,1.1498277818299711
203,5,-1,
203,6,2,1.926955712326085
203,6,6,1.1968903874973245
204,0,3,1.7760456895642092
204,1,2,1.926955712326085
204,1,4,1.517151321919405
204,2,5,1.1498277818299711
204,3,14,1.2834484551396315
204,4,8,1.307800679669032
204,5,-1,
204,6,4,1.517151321919405
205,0,4,1.517151321919405
205,1,2,1.926955712326085
205,1,12,1.8944583557709551
205,2,13,1.4312125824454596
205,3,4,1.517151321919405
205,3,13,1.4312125824454596
205,4,7,1.9428860398860393
205,4,22,1.349054149085795
205,5,17,1.4313220551378458
205,6,0,1.8015495086923654
205,6,3,1.7760456895642092
205,6,5,1.1498277818299711
206,0,17,1.4313220551378458
206,1,6,1.1968903874973245
206,1,15,1.3885742821473157
206,2,4,1.517151321919405
206,2,8,1.307800679669032
206,3,18,1.3561245791245795
206,4,4,1.517151321919405
206,5,15,1.3885742821473157
206,6,5,1.1498277818299711
207,0,-1,
207,1,3,1.7760456895642092
207,1,12,1.8944583557709551
207,1,16,1.1614022757697458
207,2,18,1.3561245791245795
207,3,8,1.307800679669032
207,3,12,1.8944583557709551
207,4,1,1.8093585740307072
207,5,14,1.2834484551396315
207,5,20,1.6120232172470974
207,6,11,1.7595890328773707
208,0,3,1.7760456895642092
208,0,4,1.517151321919405
208,0,17,1.4313220551378458
208,1,8,1.307800679669032
208,2,6,1.1968903874973245
208,3,-1,
208,4,9,1.1975565656565659
208,5,4,1.517151321919405
208,6,6,1.1968903874973245
208,6,17,1.4313220551378458
209,0,7,1.9428860398860393
209,1,7,1.9428860398860393
209,2,4,1.517151321919405
209,2,17,1.4313220551378458
209,3,4,1.517151321919405
209,4,2,1.926955712326085
209,4,14,1.2834484551396315
209,5,21,1.3295366991078659
209,6,15,1.3885742821473157
21,0,18,1.3561245791245795
21,1,4,1.517151321919405
21,2,9,1.1975565656565659
21,2,15,1.3885742821473157
21,3,-1,
21,4,2,1.926955712326085
21,4,9,1.1975565656565659
21,5,4,1.517151321919405
21,5,7,1.9428860398860393
21,6,1,1.8093585740307072
210,0,16,1.1614022757697458
210,1,0,1.8015495086923654
210,2,5,1.1498277818299711
210,2,12,1.8944583557709551
210,3,10,1.4397712765957436
210,3,20,1.6120232172470974
210,4,3,1.7760456895642092
210,5,3,1.7760456895642092
210,6,9,1.1975565656565659
211,0,6,1.1968903874973245
211,1,-1,
211,2,10,1.4397712765957436
211,3,7,1.9428860398860393
211,3,17,1.4313220551378458
211,3,21,1.3295366991078659
211,4,7,1.9428860398860393
211,4,12,1.8944583557709551
211,5,13,1.4312125824454596
211,6,6,1.1968903874973245
211,6,8,1.307800679669032
212,0,2,1.926955712326085
212,0,12,1.8944583557709551
212,1,4,1.517151321919405
212,2,21,1.3295366991078659
212,3,7,1.9428860398860393
212,3,19,1.87762077294686
212,4,1,1.8093585740307072
212,5,22,1.349054149085795
212,6,4,1.517151321919405
213,0,4,1.517151321919405
213,0,5,1.1498277818299711
213,1,9,1.1975565656565659
213,1,14,1.2834484551396315
213,2,-1,
213,3,0,1.8015495086923654
213,4,21,1.3295366991078659
213,5,7,1.9428860398860393
213,6,17,1.4313220551378458
214,0,-1,
214,1,0,1.8015495086923654
214,2,7,1.9428860398860393
214,3,10,1.4397712765957436
214,3,12,1.8944583557709551
214,3,14,1.2834484551396315
214,4,14,1.2834484551396315
214,5,5,1.1498277818299711
214,6,13,1.4312125824454596
215,0,17,1.4313220551378458
215,1,17,1.4313220551378458
215,2,12,1.8944583557709551
215,3,22,1.349054149085795
215,4,5,1.1498277818299711
215,5,11,1.7595890328773707
215,6,15,1.3885742821473157
216,0,12,1.8944583557709551
216,1,4,1.517151321919405
216,2,16,1.1614022757697458
216,3,10,1.4397712765957436
216,3,22,1.349054149085795
216,4,6,1.1968903874973245
216,5,14,1.2834484551396315
216,6,-1,
217,0,6,1.1968903874973245
217,0,13,1.4312125824454596
217,1,7,1.9428860398860393
217,2,18,1.3561245791245795
217,3,-1,
217,4,6,1.1968903874973245
217,5,18,1.3561245791245795
217,6,-1,
218,0,7,1.9428860398860393
218,1,18,1.3561245791245795
218,1,19,1.87762077294686
218,1,23,1.719228948679622
218,2,7,1.9428860398860393
218,3,-1,
218,4,6,1.1968903874973245
218,5,17,1.4313220551378458
218,6,4,1.517151321919405
219,0,9,1.1975565656565659
219,1,12,1.8944583557709551
219,2,4,1.517151321919405
219,2,9,1.1975565656565659
219,3,1,1.8093585740307072
219,4,12,1.8944583557709551
219,5,20,1.6120232172470974
219,6,-1,
22,0,15,1.3885742821473157
22,1,12,1.8944583557709551
22,2,10,1.4397712765957436
22,2,20,1.6120232172470974
22,3,4,1.517151321919405
22,3,10,1.4397712765957436
22,4,19,1.87762077294686
22,5,7,1.9428860398860393
22,6,5,1.1498277818299711
220,0,4,1.517151321919405
220,0,23,1.719228948679622
220,1,19,1.87762077294686
220,2,5,1.1498277818299711
220,3,16,1.1614022757697458
220,4,6,1.1968903874973245
220,5,23,1.719228948679622
220,6,4,1.517151321919405
221,0,13,1.4312125824454596
221,1,2,1.926955712326085
221,2,9,1.1975565656565659
221,2,13,1.4312125824454596
221,3,1,1.8093585740307072
221,4,6,1.1968903874973245
221,4,9,1.1975565656565659
221,4,14,1.2834484551396315
221,5,15,1.3885742821473157
221,6,10,1.4397712765957436
222,0,22,1.349054149085795
222,1,17,1.4313220551378458
222,2,6,1.1968903874973245
222,3,15,1.3885742821473157
222,4,0,1.8015495086923654
222,4,6,1.1968903874973245
222,5,10,1.4397712765957436
222,5,15,1.3885742821473157
222,6,10,1.4397712765957436
223,0,9,1.1975565656565659
223,1,7,1.9428860398860393
223,2,6,1.1968903874973245
223,3,6,1.1968903874973245
223,4,2,1.926955712326085
223,4,3,1.7760456895642092
223,4,5,1.1498277818299711
223,4,19,1.87762077294686
223,5,8,1.307800679669032
223,6,11,1.7595890328773707
224,0,4,1.517151321919405
224,0,17,1.4313220551378458
224,1,3,1.7760456895642092
224,1,12,1.8944583557709551
224,1,21,1.3295366991078659
224,2,4,1.517151321919405
224,3,18,1.3561245791245795
224,4,13,1.4312125824454596
224,5,7,1.9428860398860393
224,5,8,1.307800679669032
224,6,15,1.3885742821473157
224,6,21,1.3295366991078659
225,0,12,1.8944583557709551
225,1,3,1.7760456895642092
225,1,20,1.6120232172470974
225,2,3,1.7760456895642092
225,3,13,1.4312125824454596
225,4,17,1.4313220551378458
225,5,4,1.517151321919405
225,6,4,1.517151321919405
225,6,20,1.6120232172470974
226,0,5,1.1498277818299711
226,1,11,1.7595890328773707
226,2,10,1.4397712765957436
226,2,12,1.8944583557709551
226,3,-1,
226,4,4,1.517151321919405
226,4,19,1.87762077294686
226,5,9,1.1975565656565659
226,6,11,1.7595890328773707
227,0,6,1.1968903874973245
227,1,5,1.1498277818299711
227,1,13,1.4312125824454596
227,2,3,1.7760456895642092
227,3,4,1.517151321919405
227,4,3,1.7760456895642092
227,5,4,1.517151321919405
227,5,7,1.9428860398860393
227,6,14,1.2834484551396315
228,0,21,1.3295366991078659
228,1,6,1.1968903874973245
228,2,16,1.1614022757697458
228,3,9,1.1975565656565659
228,4,21,1.3295366991078659
228,5,4,1.517151321919405
228,5,8,1.307800679669032
228,6,12,1.8944583557709551
228,6,17,1.4313220551378458
229,0,5,1.1498277818299711
229,0,21,1.3295366991078659
229,1,5,1.1498277818299711
229,2,-1,
229,3,5,1.1498277818299711
229,4,9,1.1975565656565659
229,4,17,1.4313220551378458
229,5,1,1.8093585740307072
229,6,2,1.926955712326085
23,0,4,1.517151321919405
23,1,4,1.517151321919405
23,2,19,1.87762077294686
23,3,22,1.349054149085795
23,4,3,1.7760456895642092
23,4,18,1.3561245791245795
23,5,0,1.8015495086923654
23,6,4,1.517151321919405
23,6,11,1.7595890328773707
230,0,23,1.719228948679622
230,1,4,1.517151321919405
230,2,3,1.7760456895642092
230,2,4,1.517151321919405
230,3,4,1.517151321919405
230,4,6,1.1968903874973245
230,5,0,1.8015495086923654
230,5,2,1.926955712326085
230,5,5,1.1498277818299711
230,6,20,1.6120232172470974
231,0,11,1.7595890328773707
231,1,13,1.4312125824454596
231,2,-1,
231,3,5,1.1498277818299711
231,4,7,1.9428860398860393
231,5,12,1.8944583557709551
231,6,20,1.6120232172470974
232,0,18,1.3561245791245795
232,1,6,1.1968903874973245
232,2,21,1.3295366991078659
232,3,2,1.926955712326085
232,3,12,1.8944583557709551
232,4,22,1.349054149085795
232,5,5,1.1498277818299711
232,6,0,1.8015495086923654
233,0,19,1.87762077294686
233,1,-1,
233,2,2,1.926955712326085
233,2,3,1.7760456895642092
233,3,6,1.1968903874973245
233,4,12,1.8944583557709551
233,5,8,1.307800679669032
233,6,13,1.4312125824454596
234,0,14,1.2834484551396315
234,1,6,1.1968903874973245
234,2,4,1.517151321919405
234,3,6,1.1968903874973245
234,3,20,1.6120232172470974
234,4,4,1.517151321919405
234,5,1,1.8093585740307072
234,5,4,1.517151321919405
234,6,16,1.1614022757697458
235,0,9,1.1975565656565659
235,1,5,1.1498277818299711
235,2,4,1.517151321919405
235,2,15,1.3885742821473157
235,3,20,1.6120232172470974
235,4,11,1.7595890328773707
235,5,-1,
235,6,4,1.517151321919405
236,0,4,1.517151321919405
236,1,5,1.1498277818299711
236,2,8,1.307800679669032
236,2,12,1.8944583557709551
236,3,-1,
236,4,4,1.517151321919405
236,5,11,1.7595890328773707
236,6,-1,
237,0,14,1.2834484551396315
237,1,3,1.7760456895642092
237,2,13,1.4312125824454596
237,3,1,1.8093585740307072
237,4,15,1.3885742821473157
237,5,10,1.4397712765957436
237,6,10,1.4397712765957436
238,0,3,1.7760456895642092
238,1,-1,
238,2,-1,
238,3,11,1.7595890328773707
238,4,14,1.2834484551396315
238,5,13,1.4312125824454596
238,5,16,1.1614022757697458
238,5,18,1.3561245791245795
238,6,8,1.307800679669032
239,0,16,1.1614022757697458
239,1,-1,
239,2,14,1.2834484551396315
239,3,10,1.4397712765957436
239,3,15,1.3885742821473157
239,3,21,1.3295366991078659
239,4,-1,
239,5,19,1.87762077294686
239,6,-1,
24,0,-1,
24,1,3,1.7760456895642092
24,2,12,1.8944583557709551
24,2,17,1.4313220551378458
24,3,10,1.4397712765957436
24,3,16,1.1614022757697458
24,4,11,1.7595890328773707
24,5,4,1.517151321919405
24,5,13,1.4312125824454596
24,6,4,1.517151321919405
24,6,12,1.8944583557709551
240,0,3,1.7760456895642092
240,0,22,1.349054149085795
240,1,3,1.7760456895642092
240,2,6,1.1968903874973245
240,3,11,1.7595890328773707
240,4,12,1.8944583557709551
240,5,16,1.1614022757697458
240,5,22,1.349054149085795
240,6,0,1.8015495086923654
240,6,5,1.1498277818299711
241,0,-1,
241,1,5,1.1498277818299711
241,2,11,1.7595890328773707
241,3,2,1.926955712326085
241,4,12,1.8944583557709551
241,5,13,1.4312125824454596
241,5,20,1.6120232172470974
241,6,5,1.1498277818299711
242,0,-1,
242,1,4,1.517151321919405
242,2,12,1.8944583557709551
242,3,5,1.1498277818299711
242,4,20,1.6120232172470974
242,5,21,1.3295366991078659
242,6,0,1.8015495086923654
242,6,3,1.7760456895642092
242,6,5,1.1498277818299711
243,0,5,1.1498277818299711
243,1,5,1.1498277818299711
243,2,2,1.926955712326085
243,3,6,1.1968903874973245
243,4,3,1.7760456895642092
243,5,3,1.7760456895642092
243,6,-1,
244,0,9,1.1975565656565659
244,1,4,1.517151321919405
244,2,15,1.3885742821473157
244,3,5,1.1498277818299711
244,4,2,1.926955712326085
244,4,3,1.7760456895642092
244,4,4,1.517151321919405
244,4,15,1.3885742821473157
244,5,9,1.1975565656565659
244,5,17,1.4313220551378458
244,5,23,1.719228948679622
244,6,3,1.7760456895642092
245,0,10,1.4397712765957436
245,1,4,1.517151321919405
245,2,5,1.1498277818299711
245,2,15,1.3885742821473157
245,3,-1,
245,4,22,1.349054149085795
245,5,11,1.7595890328773707
245,6,5,1.1498277818299711
245,6,8,1.307800679669032
246,0,2,1.926955712326085
246,0,12,1.8944583557709551
246,1,7,1.9428860398860393
246,2,5,1.1498277818299711
246,3,5,1.1498277818299711
246,4,6,1.1968903874973245
246,5,11,1.7595890328773707
246,6,4,1.517151321919405
246,6,5,1.1498277818299711
247,0,21,1.3295366991078659
247,1,6,1.1968903874973245
247,2,4,1.517151321919405
247,2,14,1.2834484551396315
247,3,-1,
247,4,3,1.7760456895642092
247,5,3,1.7760456895642092
247,6,11,1.7595890328773707
248,0,4,1.517151321919405
248,1,10,1.4397712765957436
248,2,17,1.4313220551378458
248,3,10,1.4397712765957436
248,4,3,1.7760456895642092
248,4,10,1.4397712765957436
248,5,4,1.517151321919405
248,6,3,1.7760456895642092
249,0,10,1.4397712765957436
249,0,14,1.2834484551396315
249,1,18,1.3561245791245795
249,2,4,1.517151321919405
249,3,16,1.1614022757697458
249,4,18,1.3561245791245795
249,5,0,1.8015495086923654
249,6,3,1.7760456895642092
249,6,16,1.1614022757697458
25,0,-1,
25,1,0,1.8015495086923654
25,1,1,1.8093585740307072
25,2,5,1.1498277818299711
25,2,18,1.3561245791245795
25,3,10,1.4397712765957436
25,4,4,1.517151321919405
25,5,-1,
25,6,3,1.7760456895642092
25,6,4,1.517151321919405
25,6,17,1.4313220551378458
250,0,6,1.1968903874973245
250,1,7,1.9428860398860393
250,1,13,1.4312125824454596
250,2,6,1.1968903874973245
250,3,4,1.517151321919405
250,3,9,1.1975565656565659
250,4,23,1.719228948679622
250,5,19,1.87762077294686
250,6,5,1.1498277818299711
251,0,3,1.7760456895642092
251,0,6,1.1968903874973245
251,1,0,1.8015495086923654
251,1,6,1.1968903874973245
251,1,10,1.4397712765957436
251,2,4,1.517151321919405
251,2,5,1.1498277818299711
251,3,14,1.2834484551396315
251,4,4,1.517151321919405
251,4,12,1.8944583557709551
251,5,11,1.7595890328773707
251,5,15,1.3885742821473157
251,6,2,1.926955712326085
252,0,9,1.1975565656565659
252,0,15,1.3885742821473157
252,1,1,1.8093585740307072
252,2,7,1.9428860398860393
252,3,-1,
252,4,3,1.7760456895642092
252,4,5,1.1498277818299711
252,4,14,1.2834484551396315
252,5,5,1.1498277818299711
252,6,4,1.517151321919405
253,0,3,1.7760456895642092
253,0,10,1.4397712765957436
253,1,10,1.4397712765957436
253,2,3,1.7760456895642092
253,2,19,1.87762077294686
253,3,21,1.3295366991078659
253,4,17,1.4313220551378458
253,5,16,1.1614022757697458
253,6,15,1.3885742821473157
254,0,2,1.926955712326085
254,1,4,1.517151321919405
254,2,6,1.1968903874973245
254,3,4,1.517151321919405
254,4,15,1.3885742821473157
254,5,6,1.1968903874973245
254,6,10,1.4397712765957436
255,0,4,1.517151321919405
255,0,18,1.3561245791245795
255,1,0,1.8015495086923654
255,1,16,1.1614022757697458
255,2,11,1.7595890328773707
255,3,3,1.7760456895642092
255,4,16,1.1614022757697458
255,4,21,1.3295366991078659
255,5,12,1.8944583557709551
255,6,6,1.1968903874973245
256,0,15,1.3885742821473157
256,1,2,1.926955712326085
256,1,23,1.719228948679622
256,2,3,1.7760456895642092
256,3,15,1.3885742821473157
256,4,6,1.1968903874973245
256,4,18,1.3561245791245795
256,5,5,1.1498277818299711
256,6,-1,
257,0,5,1.1498277818299711
257,0,8,1.307800679669032
257,1,11,1.7595890328773707
257,2,1,1.8093585740307072
257,3,-1,
257,4,17,1.4313220551378458
257,5,15,1.3885742821473157
257,6,11,1.7595890328773707
258,0,18,1.3561245791245795
258,1,4,1.517151321919405
258,2,1,1.8093585740307072
258,3,4,1.517151321919405
258,3,10,1.4397712765957436
258,4,17,1.4313220551378458
258,4,22,1.349054149085795
258,5,2,1.926955712326085
258,5,3,1.7760456895642092
258,6,3,1.7760456895642092
259,0,7,1.9428860398860393
259,1,4,1.517151321919405
259,2,4,1.517151321919405
259,3,4,1.517151321919405
259,4,2,1.926955712326085
259,5,6,1.1968903874973245
259,6,11,1.7595890328773707
26,0,0,1.8015495086923654
26,1,0,1.8015495086923654
26,2,1,1.8093585740307072
26,3,16,1.1614022757697458
26,4,12,1.8944583557709551
26,4,20,1.6120232172470974
26,5,4,1.517151321919405
26,6,5,1.1498277818299711
26,6,12,1.8944583557709551
260,0,4,1.517151321919405
260,1,3,1.7760456895642092
260,1,4,1.517151321919405
260,2,17,1.4313220551378458
260,3,4,1.517151321919405
260,4,1,1.8093585740307072
260,4,8,1.307800679669032
260,5,23,1.719228948679622
260,6,4,1.517151321919405
261,0,2,1.926955712326085
261,1,-1,
261,2,5,1.1498277818299711
261,2,6,1.1968903874973245
261,2,7,1.9428860398860393
261,2,15,1.3885742821473157
261,3,4,1.517151321919405
261,3,7,1.9428860398860393
261,4,4,1.517151321919405
261,5,3,1.7760456895642092
261,5,12,1.8944583557709551
261,6,0,1.8015495086923654
261,6,5,1.1498277818299711
261,6,20,1.6120232172470974
262,0,16,1.1614022757697458
262,1,0,1.8015495086923654
262,2,-1,
262,3,7,1.9428860398860393
262,4,18,1.3561245791245795
262,5,0,1.8015495086923654
262,5,22,1.349054149085795
262,6,9,1.1975565656565659
263,0,4,1.517151321919405
263,0,16,1.1614022757697458
263,1,4,1.517151321919405
263,1,15,1.3885742821473157
263,2,5,1.1498277818299711
263,2,6,1.1968903874973245
263,3,12,1.8944583557709551
263,3,18,1.3561245791245795
263,3,23,1.719228948679622
263,4,17,1.4313220551378458
263,5,4,1.517151321919405
263,5,6,1.1968903874973245
263,6,19,1.87762077294686
264,0,-1,
264,1,4,1.517151321919405
264,1,6,1.1968903874973245
264,2,3,1.7760456895642092
264,3,4,1.517151321919405
264,4,19,1.87762077294686
264,5,-1,
264,6,3,1.7760456895642092
264,6,5,1.1498277818299711
265,0,-1,
265,1,6,1.1968903874973245
265,1,13,1.4312125824454596
265,2,5,1.1498277818299711
265,2,18,1.3561245791245795
265,3,23,1.719228948679622
265,4,4,1.517151321919405
265,4,18,1.3561245791245795
265,5,-1,
265,6,-1,
266,0,15,1.3885742821473157
266,1,6,1.1968903874973245
266,2,6,1.1968903874973245
266,3,16,1.1614022757697458
266,4,4,1.517151321919405
266,5,13,1.4312125824454596
266,6,1,1.8093585740307072
267,0,-1,
267,1,0,1.8015495086923654
267,1,4,1.517151321919405
267,1,14,1.2834484551396315
267,2,4,1.517151321919405
267,3,16,1.1614022757697458
267,4,19,1.87762077294686
267,5,1,1.8093585740307072
267,6,7,1.9428860398860393
268,0,0,1.8015495086923654
268,1,-1,
268,2,8,1.307800679669032
268,2,15,1.3885742821473157
268,3,8,1.307800679669032
268,4,-1,
268,5,8,1.307800679669032
268,6,6,1.1968903874973245
268,6,13,1.4312125824454596
268,6,15,1.3885742821473157
269,0,8,1.307800679669032
269,1,11,1.7595890328773707
269,2,7,1.9428860398860393
269,3,-1,
269,4,-1,
269,5,19,1.87762077294686
269,6,12,1.8944583557709551
27,0,19,1.87762077294686
27,1,3,1.7760456895642092
27,2,5,1.1498277818299711
27,2,9,1.1975565656565659
27,3,10,1.4397712765957436
27,4,3,1.7760456895642092
27,5,9,1.1975565656565659
27,6,9,1.1975565656565659
270,0,10,1.4397712765957436
270,1,4,1.517151321919405
270,2,10,1.4397712765957436
270,3,6,1.1968903874973245
270,3,10,1.4397712765957436
270,4,5,1.1498277818299711
270,4,8,1.307800679669032
270,5,6,1.1968903874973245
270,6,3,1.7760456895642092
270,6,5,1.1498277818299711
271,0,16,1.1614022757697458
271,1,4,1.517151321919405
271,2,6,1.1968903874973245
271,3,-1,
271,4,5,1.1498277818299711
271,4,16,1.1614022757697458
271,5,7,1.9428860398860393
271,5,11,1.7595890328773707
271,6,3,1.7760456895642092
271,6,17,1.4313220551378458
272,0,4,1.517151321919405
272,1,5,1.1498277818299711
272,1,21,1.3295366991078659
272,2,5,1.1498277818299711
272,2,12,1.8944583557709551
272,3,5,1.1498277818299711
272,4,4,1.517151321919405
272,4,22,1.349054149085795
272,5,7,1.9428860398860393
272,6,5,1.1498277818299711
273,0,6,1.1968903874973245
273,0,16,1.1614022757697458
273,0,20,1.6120232172470974
273,1,1,1.8093585740307072
273,1,9,1.1975565656565659
273,2,2,1.926955712326085
273,3,-1,
273,4,3,1.7760456895642092
273,4,8,1.307800679669032
273,4,21,1.3295366991078659
273,5,18,1.3561245791245795
273,5,21,1.3295366991078659
273,6,9,1.1975565656565659
274,0,-1,
274,1,18,1.3561245791245795
274,2,4,1.517151321919405
274,3,4,1.517151321919405
274,4,4,1.517151321919405
274,5,12,1.8944583557709551
274,6,3,1.7760456895642092
275,0,7,1.9428860398860393
275,1,6,1.1968903874973245
275,1,11,1.7595890328773707
275,1,23,1.719228948679622
275,2,23,1.719228948679622
275,3,-1,
275,4,-1,
275,5,1,1.8093585740307072
275,6,15,1.3885742821473157
276,0,3,1.7760456895642092
276,1,2,1.926955712326085
276,2,2,1.926955712326085
276,3,9,1.1975565656565659
276,4,17,1.4313220551378458
276,5,3,1.7760456895642092
276,5,4,1.517151321919405
276,6,4,1.517151321919405
277,0,4,1.517151321919405
277,1,15,1.3885742821473157
277,1,20,1.6120232172470974
277,2,13,1.4312125824454596
277,3,1,1.8093585740307072
277,4,2,1.926955712326085
277,4,4,1.517151321919405
277,5,10,1.4397712765957436
277,5,20,1.6120232172470974
277,6,16,1.1614022757697458
278,0,3,1.7760456895642092
278,1,1,1.8093585740307072
278,1,9,1.1975565656565659
278,2,6,1.1968903874973245
278,3,17,1.4313220551378458
278,4,17,1.4313220551378458
278,5,4,1.517151321919405
278,6,6,1.1968903874973245
279,0,23,1.719228948679622
279,1,2,1.926955712326085
279,1,13,1.4312125824454596
279,2,4,1.517151321919405
279,3,8,1.307800679669032
279,3,22,1.349054149085795
279,4,12,1.8944583557709551
279,5,18,1.3561245791245795
279,6,9,1.1975565656565659
28,0,14,1.2834484551396315
28,1,-1,
28,2,-1,
28,3,5,1.1498277818299711
28,4,5,1.1498277818299711
28,5,4,1.517151321919405
28,6,9,1.1975565656565659
280,0,5,1.1498277818299711
280,0,12,1.8944583557709551
280,1,1,1.8093585740307072
280,1,5,1.1498277818299711
280,2,5,1.1498277818299711
280,3,3,1.7760456895642092
280,4,14,1.2834484551396315
280,5,4,1.517151321919405
280,5,14,1.2834484551396315
280,5,23,1.719228948679622
280,6,3,1.7760456895642092
280,6,6,1.1968903874973245
281,0,19,1.87762077294686
281,0,21,1.3295366991078659
281,1,23,1.719228948679622
281,2,9,1.1975565656565659
281,3,9,1.1975565656565659
281,4,10,1.4397712765957436
281,5,-1,
281,6,5,1.1498277818299711
282,0,5,1.1498277818299711
282,0,17,1.4313220551378458
282,1,5,1.1498277818299711
282,2,-1,
282,3,4,1.517151321919405
282,3,19,1.87762077294686
282,4,14,1.2834484551396315
282,5,4,1.517151321919405
282,6,6,1.1968903874973245
283,0,10,1.4397712765957436
283,1,4,1.517151321919405
283,1,5,1.1498277818299711
283,2,7,1.9428860398860393
283,3,2,1.926955712326085
283,3,4,1.517151321919405
283,4,6,1.1968903874973245
283,5,6,1.1968903874973245
283,6,14,1.2834484551396315
284,0,8,1.307800679669032
284,1,13,1.4312125824454596
284,2,3,1.7760456895642092
284,2,4,1.517151321919405
284,3,-1,
284,4,0,1.8015495086923654
284,4,6,1.1968903874973245
284,5,13,1.4312125824454596
284,5,16,1.1614022757697458
284,6,9,1.1975565656565659
285,0,-1,
285,1,12,1.8944583557709551
285,2,12,1.8944583557709551
285,3,17,1.4313220551378458
285,3,21,1.3295366991078659
285,4,5,1.1498277818299711
285,5,15,1.3885742821473157
285,6,7,1.9428860398860393
286,0,0,1.8015495086923654
286,1,4,1.517151321919405
286,1,12,1.8944583557709551
286,2,6,1.1968903874973245
286,3,2,1.926955712326085
286,3,6,1.1968903874973245
286,3,11,1.7595890328773707
286,4,7,1.9428860398860393
286,5,9,1.1975565656565659
286,6,17,1.4313220551378458
287,0,22,1.349054149085795
287,1,4,1.517151321919405
287,2,7,1.9428860398860393
287,3,-1,
287,4,3,1.7760456895642092
287,5,-1,
287,6,15,1.3885742821473157
288,0,-1,
288,1,17,1.4313220551378458
288,2,4,1.517151321919405
288,3,3,1.7760456895642092
288,3,16,1.1614022757697458
288,4,5,1.1498277818299711
288,4,11,1.7595890328773707
288,5,2,1.926955712326085
288,5,16,1.1614022757697458
288,6,6,1.1968903874973245
289,0,8,1.307800679669032
289,1,23,1.719228948679622
289,2,15,1.3885742821473157
289,3,10,1.4397712765957436
289,4,8,1.307800679669032
289,5,15,1.3885742821473157
289,6,-1,
29,0,3,1.7760456895642092
29,1,3,1.7760456895642092
29,2,10,1.4397712765957436
29,3,-1,
29,4,10,1.4397712765957436
29,5,16,1.1614022757697458
29,6,5,1.1498277818299711
290,0,4,1.517151321919405
290,1,12,1.8944583557709551
290,2,6,1.1968903874973245
290,2,12,1.8944583557709551
290,3,14,1.2834484551396315
290,4,7,1.9428860398860393
290,4,17,1.4313220551378458
290,5,4,1.517151321919405
290,6,19,1.87762077294686
291,0,15,1.3885742821473157
291,1,8,1.307800679669032
291,1,23,1.719228948679622
291,2,4,1.517151321919405
291,3,13,1.4312125824454596
291,4,18,1.3561245791245795
291,5,21,1.3295366991078659
291,6,5,1.1498277818299711
292,0,9,1.1975565656565659
292,1,-1,
292,2,5,1.1498277818299711
292,2,6,1.1968903874973245
292,2,10,1.4397712765957436
292,3,22,1.349054149085795
292,4,12,1.8944583557709551
292,4,22,1.349054149085795
292,5,7,1.9428860398860393
292,6,13,1.4312125824454596
293,0,10,1.4397712765957436
293,0,12,1.8944583557709551
293,1,3,1.7760456895642092
293,2,0,1.8015495086923654
293,2,5,1.1498277818299711
